BRIDGE NAME,EASTING,NORTHING,OWNER
PINEBROOK IRISH FORD FOOTBRIDGE,319699,98277,Devon County Council
FATHERFORD CYCLE BRIDGE,260448,95353,Devon County Council
ROWLEY CROSS,266203,144043,Devon County Council
PINHOE DEVIATION EXTENSION,295972,94052,Devon County Council
PERRY EXE,293492,125988,Somerset County Council
RYDON FARM FORD RESERVOIR,299988,86884,Devon County Council
WOOLHANGER LANE,268525,146355,Devon County Council
COLLY BROOK,251325,77615,Devon County Council
ALPHINGTON BURIED SPAN,291783,90263,Devon County Council
STOVER PARK BAILEY,283148,75265,Devon County Council
CRICKLEPIT MILL,291842,92190,Devon County Council
CHAUCER GROVE CULVERT,294168,93710,Devon County Council
BEACON AVENUE CULVERT,294162,93617,Devon County Council
CASTLE MILL FARM,283708,62298,Unknown
FROG STREET STEPS,291636,92235,Unknown
UGBROOKE STREAM,286594,74784,Devon County Council
BAT TUNNEL,286597,74725,Devon County Council
OSSABOROUGH RAILWAY UNDERPASS,248347,143362,Devon County Council
BLACK MOOR GATE,264684,143179,Devon County Council
SHOWMANS CULVERT,302531,107734,Devon County Council
UPPER WALLINGFORD,281583,132577,Somerset County Council
MALSMEAD,279191,147723,Somerset County Council
LOWER COURTSMOOR,317510,114551,Somerset County Council
BATHERN,301065,125670,Somerset County Council
COLYTON CULVERT - ST ANDREWS SQUARE,324594,94161,Devon County Council
COLYTON CULVERT - VICARAGE STREET,324540,94086,Devon County Council
COLYTON CULVERT - QUEENS SQUARE,324477,93983,Devon County Council
COLYTON CULVERT - SIDMOUTH ROAD,324382,93934,Devon County Council
COLYTON CULVERT - St LEONARDS TERRACE,324326,93881,Devon County Council
LYCH GATE,300955,87141,Unknown
FROG STREET,295750,122377,Devon County Council
UPCOTT MILL,244962,124886,Devon County Council
